N	R	I
0	1075.49	9.7e-05
1	1075.48	9.7e-05
2	1075.5	9.7e-05
3	1075.51	9.7e-05
4	1075.48	9.7e-05
5	1075.47	9.7e-05
6	1075.49	9.7e-05
7	1075.5	9.7e-05
8	1075.5	9.7e-05
9	1075.5	9.7e-05
10	1075.51	9.7e-05
11	1075.5	9.7e-05
12	1075.51	9.7e-05
13	1075.51	9.7e-05
14	1075.51	9.7e-05
15	1075.51	9.7e-05
16	1075.51	9.7e-05
17	1075.52	9.7e-05
18	1075.53	9.7e-05
19	1075.5	9.7e-05
20	1075.51	9.7e-05
21	1075.48	9.7e-05
22	1075.5	9.7e-05
23	1075.47	9.7e-05
24	1075.5	9.7e-05
25	1075.49	9.7e-05
26	1075.48	9.7e-05
27	1075.48	9.7e-05
28	1075.48	9.7e-05
29	1075.5	9.7e-05
30	1075.49	9.7e-05
31	1075.49	9.7e-05
32	1075.53	9.7e-05
33	1075.51	9.7e-05
34	1075.51	9.7e-05
35	1075.5	9.7e-05
36	1075.52	9.7e-05
37	1075.5	9.7e-05
38	1075.49	9.7e-05
39	1075.51	9.7e-05
40	1075.49	9.7e-05
41	1075.52	9.7e-05
42	1075.53	9.7e-05
43	1075.51	9.7e-05
44	1075.51	9.7e-05
45	1075.53	9.7e-05
46	1075.53	9.7e-05
47	1075.51	9.7e-05
48	1075.52	9.7e-05
49	1075.51	9.7e-05
50	1075.52	9.7e-05
51	1075.51	9.7e-05
52	1075.53	9.7e-05
53	1075.53	9.7e-05
54	1075.54	9.7e-05
55	1075.53	9.7e-05
56	1075.55	9.7e-05
57	1075.55	9.7e-05
58	1075.54	9.7e-05
59	1075.54	9.7e-05
60	1075.56	9.7e-05
61	1075.55	9.7e-05
62	1075.54	9.7e-05
63	1075.53	9.7e-05
64	1075.52	9.7e-05
65	1075.55	9.7e-05
66	1075.52	9.7e-05
67	1075.54	9.7e-05
68	1075.53	9.7e-05
69	1075.52	9.7e-05
70	1075.51	9.7e-05
71	1075.52	9.7e-05
72	1075.51	9.7e-05
73	1075.54	9.7e-05
74	1075.54	9.7e-05
75	1075.53	9.7e-05
76	1075.53	9.7e-05
77	1075.53	9.7e-05
78	1075.53	9.7e-05
79	1075.55	9.7e-05
80	1075.56	9.7e-05
81	1075.54	9.7e-05
82	1075.53	9.7e-05
83	1075.54	9.7e-05
84	1075.55	9.7e-05
85	1075.54	9.7e-05
86	1075.54	9.7e-05
87	1075.59	9.7e-05
88	1075.55	9.7e-05
89	1075.56	9.7e-05
90	1075.56	9.7e-05
91	1075.55	9.7e-05
92	1075.57	9.7e-05
93	1075.58	9.7e-05
94	1075.55	9.7e-05
95	1075.56	9.7e-05
96	1075.56	9.7e-05
97	1075.56	9.7e-05
98	1075.55	9.7e-05
99	1075.53	9.7e-05
100	1075.53	9.7e-05
101	1075.54	9.7e-05
102	1075.55	9.7e-05
103	1075.54	9.7e-05
104	1075.57	9.7e-05
105	1075.56	9.7e-05
106	1075.56	9.7e-05
107	1075.55	9.7e-05
108	1075.55	9.7e-05
109	1075.54	9.7e-05
110	1075.55	9.7e-05
111	1075.56	9.7e-05
112	1075.58	9.7e-05
113	1075.59	9.7e-05
114	1075.58	9.7e-05
115	1075.58	9.7e-05
116	1075.58	9.7e-05
117	1075.57	9.7e-05
118	1075.56	9.7e-05
119	1075.58	9.7e-05
120	1075.58	9.7e-05
121	1075.57	9.7e-05
122	1075.56	9.7e-05
123	1075.58	9.7e-05
124	1075.58	9.7e-05
125	1075.58	9.7e-05
126	1075.59	9.7e-05
127	1075.56	9.7e-05
128	1075.59	9.7e-05
129	1075.58	9.7e-05
130	1075.57	9.7e-05
131	1075.57	9.7e-05
132	1075.58	9.7e-05
133	1075.6	9.7e-05
134	1075.59	9.7e-05
135	1075.56	9.7e-05
136	1075.57	9.7e-05
137	1075.58	9.7e-05
138	1075.57	9.7e-05
139	1075.58	9.7e-05
140	1075.58	9.7e-05
141	1075.57	9.7e-05
142	1075.57	9.7e-05
143	1075.59	9.7e-05
144	1075.57	9.7e-05
145	1075.58	9.7e-05
146	1075.57	9.7e-05
147	1075.61	9.7e-05
148	1075.58	9.7e-05
149	1075.58	9.7e-05
150	1075.59	9.7e-05
151	1075.58	9.7e-05
152	1075.58	9.7e-05
153	1075.59	9.7e-05
154	1075.59	9.7e-05
155	1075.6	9.7e-05
156	1075.59	9.7e-05
157	1075.58	9.7e-05
158	1075.62	9.7e-05
159	1075.59	9.7e-05
160	1075.6	9.7e-05
161	1075.59	9.7e-05
162	1075.58	9.7e-05
163	1075.59	9.7e-05
164	1075.57	9.7e-05
165	1075.58	9.7e-05
166	1075.6	9.7e-05
167	1075.57	9.7e-05
168	1075.56	9.7e-05
169	1075.6	9.7e-05
170	1075.58	9.7e-05
171	1075.59	9.7e-05
